Date,Country,Newspaper,Headline,Link,Summary
"February 5, 2026",Libya,Libya Herald,Attorney General’s Office confirms Saif al-Islam Qaddafi’s death – Initial examination of corpse confirms death caused by gunshots,https://libyaherald.com/2026/02/attorney-generals-office-confirm-saif-al-islam-qaddafis-death-initial-examination-of-corpse-confirm-death-caused-by-gunshots/,"- The Libyan Attorney General’s Office has confirmed the death of Saif al-Islam Qaddafi, son of former dictator Muammar Qaddafi, caused by gunshot wounds.
- An initial examination of his body by forensic experts supports the conclusion that he was killed by gunfire.
- The Libyan government has not issued an official statement, and social media is rife with speculation about the circumstances of his death."
"February 5, 2026",Liechtenstein,Liechtensteiner Vaterland,Decision has been made regarding the flag bearer at the Winter Olympics opening ceremony.,https://www.vaterland.li/liechtenstein/sport/martin-kranz-ist-der-fahnentraeger-art-705778,"- Martin Kranz, a bobsled pilot, has been chosen as Liechtenstein's flag bearer for the Winter Olympics opening ceremony.  
- The ceremony will take place at the San Siro stadium in Milan, with events also happening in Cortina d’Ampezzo and other locations.  
- The announcement was made by the Liechtenstein Olympic Committee via a media release."
"February 5, 2026",Madagascar,Midi Madagasikara,S&P Global Ratings lifts Madagascar's negative watch with a stable outlook,https://midi-madagasikara.mg/notation-souveraine-de-madagascar-sortie-de-la-surveillance-negative-avec-une-perspective-stable/,"- S&P Global Ratings has upgraded Madagascar's outlook from negative to stable, maintaining its sovereign credit rating at B-.
- The improvement is attributed to political stabilization, continued international financial support, and progress in economic management.
- Despite the positive outlook, vulnerabilities remain, including external shocks and structural economic challenges."
"February 5, 2026",Malawi,Nyasa Times,OPINION | Finance Bank Ruling: Are We Paying for a Reality That Never Existed,https://www.nyasatimes.com/opinion-finance-bank-ruling-are-we-paying-for-a-reality-that-never-existed/,"- The court ruling on compensation for Finance Bank's 2005 closure is controversial because the bank was shut down due to serious regulatory violations, not minor errors, and later voluntarily liquidated.
- Critics argue that the assumption the bank would have been profitable until 2026 is unrealistic, given global and local economic shocks, making the compensation based on uncertain ""lost future profits.""
- There are concerns that the ruling may reward law-breaking management and could lead to Malawi paying billions based on unproven claims, raising questions about justice and potential corruption."
"February 5, 2026",Malaysia,The Star,Federal Court sets February 10 for decision on prosecution’s appeal against Isa Samad’s acquittal,https://www.thestar.com.my/news/nation/2026/02/05/federal-court-sets-feb-10-for-decision-on-prosecutions-appeal-against-isa-samads-acquittal,"- The Federal Court in Malaysia has scheduled February 10 to decide on the prosecution’s appeal to reinstate corruption charges against former Felda chairman Isa Samad, who was previously acquitted.  
- The appeal challenges the Court of Appeal's decision to overturn Isa Samad's conviction and sentence related to bribery allegations involving a hotel purchase.  
- The case involves allegations of receiving RM3.09 million in bribes linked to a property deal in Sarawak."
"February 5, 2026",Maldives,Mihaaru,No headline found.,https://mihaaru.com/news/154088,"- The article reports on a recent event involving the Maldives, mentioning the number of participants and some activities or outcomes related to a gathering or event.
- It highlights the importance of the event, with references to official reports, dates, and possibly political or social implications.
- The content includes various sections and calls to action for news updates, subscriptions, and social media sharing, indicating a focus on ongoing news coverage."
"February 5, 2026",Mauritania,Mauritanian News Agency,National Assembly Signs Partnership Agreement With UNICEF,https://ami.mr/en/archives/29850,"- The Mauritanian National Assembly and UNICEF signed a strategic partnership agreement to enhance support for children's rights through improved financial, legislative, and social governance.
- The signing took place in Nouakchott on February 4, 2026, and was attended by key officials, including the First Deputy Speaker of the National Assembly and UNICEF's Mauritania representative."
"February 5, 2026",Mauritius,L'Express,Drogues: The Narcotics Control Division is short-staffed.,https://lexpress.mu/s/les-grands-titres-de-lexpress-de-ce-jeudi-5-fevrier-2026-554052,"- The Narcotics Control Division is experiencing a staffing shortage.
- The article appears to be inaccessible due to a website security block.
- No specific details about the impact or causes of the staff shortage are provided."
"February 5, 2026",Mexico,El Universal,Guardia Nacional and the culture of opacity; at least 11 criminal acts recorded involving them and they have remained silent,https://www.eluniversal.com.mx/nacion/11-hechos-delictivos-en-los-que-la-guardia-nacional-ha-guardado-silencio-cultura-de-la-opacidad-es-para-protegerse-senala-experto/,"- Over the past four months, the Mexican National Guard has been involved in at least 11 criminal incidents, including theft, assault, and a fatal traffic accident, yet they have remained silent on these cases.
- Experts criticize the force's culture of opacity and protection of its personnel, citing inadequate training and a tendency to conceal misconduct.
- Specific incidents include a fatal motorcycle collision with a National Guard vehicle, alleged theft by officers, and the mistreatment of a university professor who was reportedly beaten and robbed by guards."
"February 5, 2026",Monaco,Monaco Matin,Ligue Champions: Monaco changes three players from its list and excludes Paul Pogba,https://www.monacomatin.mc/sports/football/ligue-des-champions-l-as-monaco-change-trois-joueurs-de-sa-liste-et-sort-paul-pogba-10667785,"- Monaco's football team has made three player changes for the Champions League, excluding Paul Pogba from their list.
- The article is from Monaco-Matin, a local news source, and contains various advertisements and unrelated news topics.
- The main focus is on Monaco's team roster adjustments ahead of the Champions League matches."
"February 5, 2026",Morocco,Le Matin,Three hours of clashes in prison described as unprecedented,https://www.lematin.ch/story/bellechasse-fr-du-jamais-vu-trois-heures-d-affrontements-dans-la-prison-103499742,"- A violent rebellion occurred in Bellechasse prison, France, lasting three hours with barricades, clashes, and property damage, but no injuries reported.
- The inmates, protesting over visitation conditions, phone call costs, and food prices, refused to return to their cells and became highly aggressive.
- Authorities, including police, had to intervene to regain control, marking this incident as unprecedented for the facility."
"February 5, 2026",Mozambique,Noticias,Journalist Carlitos Cadangue escapes unscathed from attack in Manica,https://www.jornalnoticias.co.mz/destaque/jornalista-carlitos-cadangue-escapa-ileso-a-atentado-em-manica/,"- Journalist Carlitos Cadangue was targeted in a shooting attack while returning home in Manica, Mozambique, but escaped unharmed.
- The attack involved two armed men in a black Ford Ranger who fired multiple shots at Cadangue's vehicle, narrowly missing his son.
- Authorities are investigating the incident, which occurred in the city of Chimoio, and Cadangue described the assailants as masked."
"February 5, 2026",Namibia,The Namibian,"The main headline of the day is: ""All lights are go for Jalibert, says France’s Dupont",https://www.namibian.com.na/all-lights-are-go-for-jalibert-says-frances-dupont/,"- France’s captain Antoine Dupont supports in-form Matthieu Jalibert to excel as the starting fly-half in the upcoming Six Nations match against Ireland.
- Jalibert, who has been outstanding this season with Bordeaux-Begles, is expected to lead France’s attack, despite past inconsistent performances.
- Dupont, returning from injury, emphasizes the importance of starting the tournament strongly and downplays expectations of a Grand Slam for France."
"February 5, 2026",Nepal,The Kathmandu Post,UML continues to pursue House restoration but is dragged into March 5 campaign,https://kathmandupost.com/politics/2026/02/04/uml-continues-to-pursue-house-restoration-but-is-dragged-into-march-5-campaign,"- The UML party, led by KP Sharma Oli, is focused on restoring the dissolved House of Representatives but is also actively participating in the upcoming March 5 elections, amid ongoing legal and political uncertainties.
- The party is concerned about election security and legitimacy, questioning the environment for free voting, while exploring possible electoral alliances and advocating for the House's reinstatement through the courts.
- Despite contesting most seats independently, UML leaders continue to call for the House's restoration and are pressuring the Supreme Court to expedite its decision on the dissolution."
